,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Valor_Unitario_Num,Valor Custo
3920,67762,2023-12-14,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,2,116,232,116,86.56
3921,67763,2023-12-14,Loja João Pessoa,Roteador 300 Mbps Cisco,3,73,219,73,58.07
3922,67764,2023-12-14,Loja Maringá,HD SSD Maxtel 750 Gb,2,41,82,41,37.61
3923,67765,2023-12-14,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,283,283,283,259.59
3924,67765,2023-12-14,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,107,107,107,95.41
3925,67766,2023-12-14,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,275,825,275,252.25
3926,67766,2023-12-14,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,145,145,145,129.29
3927,67766,2023-12-14,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,3,750,2250,750,559.69
3928,67767,2023-12-14,Loja Maringá,Roteador 300 Mbps Cisco,5,66,330,66,52.5
3929,67770,2023-12-14,Loja Campinas,HD SSD Maxtel 750 Gb,2,50,100,50,45.86
3930,67770,2023-12-14,Loja Campinas,Calculadora Cientifica HP,1,195,195,195,139.62
3931,67770,2023-12-14,Loja Campinas,HD SSD Maxtel 750 Gb,1,50,50,50,45.86
3932,67771,2023-12-14,Loja São Paulo 2,HD SSD Maxtel 750 Gb,2,78,156,78,71.55
3933,67771,2023-12-14,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,78,78,78,71.55
3934,67772,2023-12-14,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,4,114,456,114,85.07
3935,67772,2023-12-14,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,41,41,41,37.61
3936,67774,2023-12-14,Loja Blumenau,Kit Teclado e Mouse Sem Fio,2,114,228,114,85.07
3937,67774,2023-12-14,Loja Blumenau,HD SSD Kingston 1 Tb,3,145,435,145,129.29
3938,67775,2023-12-14,Loja João Pessoa,HD SSD Maxtel 750 Gb,3,138,414,138,126.59
3939,67775,2023-12-14,Loja João Pessoa,Roteador 300 Mbps Cisco,2,71,142,71,56.48
3940,67776,2023-12-14,Loja Campinas,Kit Teclado e Mouse Sem Fio,3,709,2127,709,529.09
3941,67777,2023-12-14,Loja João Pessoa,HD SSD Maxtel 750 Gb,5,149,745,149,136.68
3942,67777,2023-12-14,Loja João Pessoa,HD SSD Maxtel 750 Gb,1,276,276,276,253.17
3943,67779,2023-12-14,Loja Maringá,HD SSD Kingston 1 Tb,1,105,105,105,93.62
3944,67779,2023-12-14,Loja Maringá,Mesa Digitalizadora,3,180,540,180,127.94
3945,67780,2023-12-14,Loja Blumenau,Roteador 300 Mbps Cisco,1,105,105,105,83.53
3946,67780,2023-12-14,Loja Blumenau,Roteador 300 Mbps Cisco,1,105,105,105,83.53
3947,67780,2023-12-14,Loja Blumenau,Teclado sem Fio Megaware,2,80,160,80,59.68
3948,67784,2023-12-15,Loja São Paulo 3,HD SSD Kingston 1 Tb,1,107,107,107,95.41
3949,67785,2023-12-15,Loja Maringá,Teclado Gamer com Led,2,209,418,209,153.72
3950,67787,2023-12-15,Loja Recife,Fone de Ouvido Bluetooth HP,2,170,340,170,115.04
3951,67787,2023-12-15,Loja Recife,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
3952,67788,2023-12-15,Loja São Paulo 1,Mouse sem Fio Microsoft,1,269,269,269,168.28
3953,67788,2023-12-15,Loja São Paulo 1,Mouse Pad Colorido,2,358,716,358,146.91
3954,67789,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
3955,67789,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,5,176,880,176,161.44
3956,67790,2023-12-15,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,283,566,283,259.59
3957,67790,2023-12-15,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,358,1074,358,146.91
3958,67791,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
3959,67792,2023-12-15,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,138,138,138,126.59
3960,67792,2023-12-15,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,70,140,70,64.21
3961,67792,2023-12-15,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,137,274,137,125.67
3962,67794,2023-12-15,Loja São Paulo 3,Teclado Gamer com Led,1,209,209,209,153.72
3963,67794,2023-12-15,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,2,706,1412,706,526.85
3964,67794,2023-12-15,Loja São Paulo 3,Teclado Gamer com Led,3,209,627,209,153.72
3965,67795,2023-12-15,Loja Porto Alegre,Calculadora Cientifica HP,1,169,169,169,121.0
3966,67796,2023-12-15,Loja Florianópolis,HD SSD Maxtel 750 Gb,2,142,284,142,130.25
3967,67796,2023-12-15,Loja Florianópolis,HD SSD Kingston 1 Tb,4,116,464,116,103.43
3968,67797,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,114,228,114,104.57
3969,67799,2023-12-15,Loja Fortaleza,Calculadora Cientifica HP,2,195,390,195,139.62
3970,67799,2023-12-15,Loja Fortaleza,Teclado sem Fio Multi,3,60,180,60,37.72
3971,67800,2023-12-15,Loja Campinas,Kit Teclado e Mouse Sem Fio,4,259,1036,259,193.28
3972,67800,2023-12-15,Loja Campinas,Kit Teclado e Mouse Sem Fio,3,256,768,256,191.04
3973,67801,2023-12-15,Loja Florianópolis,Teclado sem Fio Multi,2,66,132,66,41.49
3974,67801,2023-12-15,Loja Florianópolis,HD SSD Kingston 1 Tb,1,118,118,118,105.21
3975,67802,2023-12-15,Loja São Paulo 2,HD SSD Maxtel 750 Gb,5,41,205,41,37.61
3976,67804,2023-12-15,Loja São Paulo 2,Calculadora Cientifica HP,1,155,155,155,110.98
3977,67804,2023-12-15,Loja São Paulo 2,Mouse Pad Colorido,1,240,240,240,98.49
3978,67804,2023-12-15,Loja São Paulo 2,Calculadora Cientifica HP,1,195,195,195,139.62
3979,67805,2023-12-15,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,2,190,380,190,128.57
3980,67805,2023-12-15,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,2,190,380,190,128.57
3981,67806,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,275,275,275,252.25
3982,67807,2023-12-15,Loja Rio de Janeiro 1,Teclado Gamer com Led,4,215,860,215,158.13
3983,67808,2023-12-15,Loja São Paulo 2,Teclado Gamer com Led,1,209,209,209,153.72
3984,67809,2023-12-15,Loja São Paulo 3,Mouse Pad Colorido,1,96,96,96,39.4
3985,67811,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,50,100,50,45.86
3986,67813,2023-12-15,Loja Florianópolis,Mesa Digitalizadora,1,180,180,180,127.94
3987,67813,2023-12-15,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,3,250,750,250,186.56
3988,67814,2023-12-15,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,105,315,105,93.62
3989,67814,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,137,137,137,125.67
3990,67814,2023-12-15,Loja São Paulo 3,Mesa Digitalizadora,2,197,394,197,140.02
3991,67815,2023-12-15,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,2,114,228,114,85.07
3992,67816,2023-12-15,Loja Rio de Janeiro 1,Mouse Pad Colorido,1,133,133,133,54.58
3993,67816,2023-12-15,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,1,181,181,181,122.48
3994,67817,2023-12-15,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,1,700,700,700,522.37
3995,67817,2023-12-15,Loja São Paulo 2,Mouse Pad Colorido,1,100,100,100,41.04
3996,67817,2023-12-15,Loja São Paulo 2,Fone de Ouvido Bluetooth HP,2,181,362,181,122.48
3997,67818,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,149,298,149,136.68
3998,67818,2023-12-15,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,145,145,145,129.29
3999,67819,2023-12-15,Loja Florianópolis,HD SSD Maxtel 750 Gb,1,37,37,37,33.94
4000,67821,2023-12-15,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,4,177,708,177,119.77
4001,67821,2023-12-15,Loja Rio de Janeiro 1,Mouse Pad Colorido,5,219,1095,219,89.87
4002,67822,2023-12-15,Loja Natal,Mouse Pad Colorido,3,391,1173,391,160.46
4003,67823,2023-12-15,Loja Rio de Janeiro 1,Mouse Pad Colorido,2,218,436,218,89.46
4004,67824,2023-12-15,Loja São Paulo 3,Calculadora Cientifica HP,3,169,507,169,121.0
4005,67824,2023-12-15,Loja São Paulo 3,Mouse Pad Colorido,5,96,480,96,39.4
4006,67825,2023-12-15,Loja Natal,Mouse Pad Colorido,2,350,700,350,143.63
4007,67826,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,149,149,149,111.19
4008,67826,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,5,706,3530,706,526.85
4009,67826,2023-12-15,Loja São Paulo 1,Mouse sem Fio Microsoft,5,255,1275,255,159.53
4010,67827,2023-12-15,Loja São Paulo 2,Mouse Pad Colorido,3,96,288,96,39.4
4011,67828,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,130,260,130,119.25
4012,67830,2023-12-15,Loja Maringá,Teclado Gamer com Led,1,209,209,209,153.72
4013,67830,2023-12-15,Loja Maringá,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
4014,67830,2023-12-15,Loja Maringá,Mouse Pad Colorido,1,90,90,90,36.93
4015,67831,2023-12-15,Loja Maringá,Calculadora Cientifica HP,1,195,195,195,139.62
4016,67832,2023-12-15,Loja Florianópolis,Mouse Pad Colorido,1,108,108,108,44.32
4017,67833,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,50,100,50,45.86
4018,67834,2023-12-15,Loja Fortaleza,Teclado sem Fio Multi,1,60,60,60,37.72
4019,67834,2023-12-15,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,1,250,250,250,186.56
4020,67835,2023-12-15,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,1,66,66,66,52.5
4021,67836,2023-12-15,Loja Rio de Janeiro 1,Teclado sem Fio Megaware,1,93,93,93,69.38
4022,67836,2023-12-15,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,100,100,100,89.17
4023,67837,2023-12-15,Loja Recife,Mouse Pad Colorido,3,358,1074,358,146.91
4024,67838,2023-12-15,Loja Natal,HD SSD Kingston 1 Tb,2,100,200,100,89.17
4025,67838,2023-12-15,Loja Natal,HD SSD Kingston 1 Tb,1,141,141,141,125.72
4026,67838,2023-12-15,Loja Natal,Mouse Pad Colorido,3,240,720,240,98.49
4027,67839,2023-12-15,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,5,700,3500,700,522.37
4028,67840,2023-12-15,Loja São Paulo 3,Mouse sem Fio Microsoft,5,250,1250,250,156.4
4029,67840,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
4030,67841,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,38,38,38,34.86
4031,67841,2023-12-15,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,105,315,105,93.62
4032,67842,2023-12-15,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,4,700,2800,700,522.37
4033,67844,2023-12-15,Loja São Paulo 1,Mouse Pad Colorido,2,214,428,214,87.82
4034,67845,2023-12-15,Loja Natal,HD SSD Maxtel 750 Gb,2,79,158,79,72.47
4035,67846,2023-12-15,Loja Campinas,Kit Teclado e Mouse Sem Fio,5,100,500,100,74.62
4036,67847,2023-12-15,Loja Florianópolis,Roteador 300 Mbps Cisco,2,66,132,66,52.5
4037,67849,2023-12-15,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,1,750,750,750,559.69
4038,67849,2023-12-15,Loja Florianópolis,Calculadora Cientifica HP,2,157,314,157,112.41
4039,67849,2023-12-15,Loja Florianópolis,HD SSD Kingston 1 Tb,5,105,525,105,93.62
4040,67850,2023-12-15,Loja Porto Alegre,HD SSD Kingston 1 Tb,5,105,525,105,93.62
4041,67850,2023-12-15,Loja Porto Alegre,HD SSD Maxtel 750 Gb,2,137,274,137,125.67
4042,67850,2023-12-15,Loja Porto Alegre,HD SSD Kingston 1 Tb,3,100,300,100,89.17
4043,67852,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,4,138,552,138,126.59
4044,67854,2023-12-15,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,2,170,340,170,115.04
4045,67855,2023-12-15,Loja São Paulo 1,Teclado Gamer com Led,1,209,209,209,153.72
4046,67855,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,79,79,79,72.47
4047,67855,2023-12-15,Loja São Paulo 1,Teclado Gamer com Led,1,209,209,209,153.72
4048,67858,2023-12-15,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,4,100,400,100,74.62
4049,67858,2023-12-15,Loja São Paulo 2,Teclado sem Fio Megaware,2,124,248,124,92.51
4050,67858,2023-12-15,Loja São Paulo 2,Mouse Pad Colorido,1,133,133,133,54.58
4051,67858,2023-12-15,Loja São Paulo 2,Calculadora Cientifica HP,3,195,585,195,139.62
4052,67859,2023-12-15,Loja Rio de Janeiro 1,Teclado Gamer com Led,2,248,496,248,182.4
4053,67860,2023-12-15,Loja Fortaleza,HD SSD Maxtel 750 Gb,5,38,190,38,34.86
4054,67860,2023-12-15,Loja Fortaleza,Mouse sem Fio Microsoft,1,250,250,250,156.4
4055,67860,2023-12-15,Loja Fortaleza,HD SSD Kingston 1 Tb,2,118,236,118,105.21
4056,67860,2023-12-15,Loja Fortaleza,HD SSD Kingston 1 Tb,3,108,324,108,96.3
4057,67861,2023-12-15,Loja Rio de Janeiro 1,Teclado Gamer com Led,2,209,418,209,153.72
4058,67862,2023-12-15,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,1,73,73,73,58.07
4059,67863,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,114,114,114,104.57
4060,67865,2023-12-15,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,2,259,518,259,162.03
4061,67865,2023-12-15,Loja Rio de Janeiro 2,Teclado sem Fio Megaware,3,124,372,124,92.51
4062,67865,2023-12-15,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,750,750,750,559.69
4063,67866,2023-12-15,Loja Maringá,Calculadora Cientifica HP,2,169,338,169,121.0
4064,67866,2023-12-15,Loja Maringá,Kit Teclado e Mouse Sem Fio,2,149,298,149,111.19
4065,67866,2023-12-15,Loja Maringá,Calculadora Cientifica HP,2,169,338,169,121.0
4066,67867,2023-12-15,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,368,1104,368,151.02
4067,67868,2023-12-15,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,270,270,270,247.67
4068,67869,2023-12-15,Loja Maringá,HD SSD Maxtel 750 Gb,5,87,435,87,79.8
4069,67870,2023-12-15,Loja São Paulo 3,HD SSD Maxtel 750 Gb,2,37,74,37,33.94
4070,67871,2023-12-15,Loja São Paulo 1,HD SSD Kingston 1 Tb,2,113,226,113,100.76
4071,67872,2023-12-15,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,114,114,114,104.57
4072,67873,2023-12-15,Loja Recife,HD SSD Maxtel 750 Gb,1,142,142,142,130.25
4073,67875,2023-12-15,Loja Campinas,Mesa Digitalizadora,1,180,180,180,127.94
4074,67879,2023-12-15,Loja São Paulo 1,HD SSD Kingston 1 Tb,1,113,113,113,100.76
4075,67879,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,3,114,342,114,85.07
4076,67879,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,277,554,277,254.09
4077,67880,2023-12-15,Loja São Paulo 2,HD SSD Kingston 1 Tb,1,118,118,118,105.21
4078,67881,2023-12-15,Loja São Paulo 2,Mouse sem Fio Microsoft,2,250,500,250,156.4
4079,67883,2023-12-15,Loja Rio de Janeiro 1,Calculadora Cientifica HP,1,155,155,155,110.98
4080,67883,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,270,810,270,247.67
4081,67884,2023-12-15,Loja São Paulo 1,HD SSD Kingston 1 Tb,1,105,105,105,93.62
4082,67884,2023-12-15,Loja São Paulo 1,Teclado sem Fio Megaware,2,97,194,97,72.36
4083,67885,2023-12-15,Loja Natal,Teclado Gamer com Led,5,200,1000,200,147.1
4084,67886,2023-12-15,Loja São Paulo 1,Mesa Digitalizadora,5,196,980,196,139.31
4085,67886,2023-12-15,Loja São Paulo 1,Fone de Ouvido Bluetooth HP,1,185,185,185,125.19
4086,67886,2023-12-15,Loja São Paulo 1,Mouse Pad Colorido,3,368,1104,368,151.02
4087,67887,2023-12-15,Loja Porto Alegre,Kit Teclado e Mouse Sem Fio,2,700,1400,700,522.37
4088,67888,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,4,311,1244,311,285.28
4089,67888,2023-12-15,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,1,71,71,71,56.48
4090,67889,2023-12-15,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,250,250,250,186.56
4091,67889,2023-12-15,Loja São Paulo 3,Teclado sem Fio Multi,2,50,100,50,31.43
4092,67890,2023-12-15,Loja Blumenau,HD SSD Maxtel 750 Gb,4,270,1080,270,247.67
4093,67890,2023-12-15,Loja Blumenau,Mesa Digitalizadora,2,187,374,187,132.92
4094,67890,2023-12-15,Loja Blumenau,Mouse Pad Colorido,3,350,1050,350,143.63
4095,67890,2023-12-15,Loja Blumenau,Mouse Pad Colorido,3,219,657,219,89.87
4096,67890,2023-12-15,Loja Blumenau,Teclado Gamer com Led,1,209,209,209,153.72
4097,67892,2023-12-15,Loja Florianópolis,Mesa Digitalizadora,5,187,935,187,132.92
4098,67894,2023-12-15,Loja São Paulo 2,Roteador 300 Mbps Cisco,2,71,142,71,56.48
4099,67895,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,283,283,283,259.59
4100,67896,2023-12-15,Loja Recife,Mouse sem Fio Microsoft,2,259,518,259,162.03
4101,67897,2023-12-15,Loja São Paulo 3,Teclado sem Fio Multi,1,60,60,60,37.72
4102,67897,2023-12-15,Loja São Paulo 3,HD SSD Kingston 1 Tb,2,108,216,108,96.3
4103,67897,2023-12-15,Loja São Paulo 3,Roteador 300 Mbps Cisco,1,71,71,71,56.48
4104,67897,2023-12-15,Loja São Paulo 3,Mouse Pad Colorido,1,108,108,108,44.32
4105,67898,2023-12-15,Loja Rio de Janeiro 1,Mouse Pad Colorido,2,96,192,96,39.4
4106,67898,2023-12-15,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,1,71,71,71,56.48
4107,67898,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,37,37,37,33.94
4108,67900,2023-12-15,Loja São Paulo 3,Mouse Pad Colorido,3,200,600,200,82.07
4109,67901,2023-12-15,Loja Rio de Janeiro 2,Teclado Gamer com Led,1,215,215,215,158.13
4110,67902,2023-12-15,Loja Rio de Janeiro 1,Teclado sem Fio Multi,1,60,60,60,37.72
4111,67902,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,87,174,87,79.8
4112,67902,2023-12-15,Loja Rio de Janeiro 1,Mouse Pad Colorido,4,391,1564,391,160.46
4113,67903,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,4,138,552,138,126.59
4114,67903,2023-12-15,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,4,118,472,118,105.21
4115,67903,2023-12-15,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,2,185,370,185,125.19
4116,67904,2023-12-15,Loja Rio de Janeiro 1,Mouse sem Fio Microsoft,4,269,1076,269,168.28
4117,67904,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,130,130,130,119.25
4118,67905,2023-12-15,Loja Rio de Janeiro 1,Teclado Gamer com Led,1,209,209,209,153.72
4119,67905,2023-12-15,Loja Rio de Janeiro 1,Calculadora Cientifica HP,4,155,620,155,110.98
4120,67905,2023-12-15,Loja Rio de Janeiro 1,Teclado sem Fio Multi,5,93,465,93,58.46
4121,67905,2023-12-15,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,294,294,294,219.4
4122,67906,2023-12-15,Loja Maringá,Kit Teclado e Mouse Sem Fio,1,100,100,100,74.62
4123,67906,2023-12-15,Loja Maringá,Teclado Gamer com Led,2,209,418,209,153.72
4124,67906,2023-12-15,Loja Maringá,Kit Teclado e Mouse Sem Fio,2,116,232,116,86.56
4125,67906,2023-12-15,Loja Maringá,HD SSD Kingston 1 Tb,1,105,105,105,93.62
4126,67907,2023-12-15,Loja São Paulo 1,HD SSD Kingston 1 Tb,5,100,500,100,89.17
4127,67907,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,2,116,232,116,86.56
4128,67907,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,3,138,414,138,126.59
4129,67908,2023-12-15,Loja Rio de Janeiro 2,Roteador 300 Mbps Cisco,1,105,105,105,83.53
4130,67909,2023-12-15,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,116,116,116,103.43
4131,67910,2023-12-15,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,294,294,294,219.4
4132,67911,2023-12-15,Loja Campinas,HD SSD Maxtel 750 Gb,3,276,828,276,253.17
4133,67913,2023-12-15,Loja Blumenau,Mouse Pad Colorido,2,96,192,96,39.4
4134,67914,2023-12-15,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,2,149,298,149,111.19
4135,67915,2023-12-15,Loja São Paulo 1,Mouse Pad Colorido,2,133,266,133,54.58
4136,67917,2023-12-15,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,1,256,256,256,160.15
4137,67918,2023-12-15,Loja Fortaleza,Fone de Ouvido Bluetooth HP,5,181,905,181,122.48
4138,67919,2023-12-15,Loja Recife,HD SSD Kingston 1 Tb,4,118,472,118,105.21
4139,67919,2023-12-15,Loja Recife,HD SSD Kingston 1 Tb,3,108,324,108,96.3
4140,67921,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,120,120,120,89.55
4141,67921,2023-12-15,Loja São Paulo 1,Mouse Pad Colorido,2,102,204,102,41.86
4142,67922,2023-12-15,Loja Porto Alegre,Mouse Pad Colorido,1,363,363,363,148.97
4143,67924,2023-12-15,Loja Maringá,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
4144,67924,2023-12-15,Loja Maringá,HD SSD Kingston 1 Tb,2,141,282,141,125.72
4145,67925,2023-12-15,Loja João Pessoa,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
4146,67925,2023-12-15,Loja João Pessoa,HD SSD Kingston 1 Tb,2,107,214,107,95.41
4147,67925,2023-12-15,Loja João Pessoa,Mouse sem Fio Microsoft,3,299,897,299,187.05
4148,67926,2023-12-15,Loja Porto Alegre,Teclado sem Fio Megaware,3,93,279,93,69.38
4149,67926,2023-12-15,Loja Porto Alegre,Teclado sem Fio Megaware,3,92,276,92,68.63
4150,67926,2023-12-15,Loja Porto Alegre,Calculadora Cientifica HP,1,169,169,169,121.0
4151,67927,2023-12-15,Loja Blumenau,Mesa Digitalizadora,2,187,374,187,132.92
4152,67928,2023-12-15,Loja São Paulo 1,Fone de Ouvido Bluetooth HP,3,185,555,185,125.19
4153,67929,2023-12-15,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
4154,67929,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
4155,67930,2023-12-15,Loja São Paulo 3,Mesa Digitalizadora,1,180,180,180,127.94
4156,67932,2023-12-15,Loja Blumenau,Kit Teclado e Mouse Sem Fio,2,262,524,262,195.52
4157,67933,2023-12-15,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,218,218,218,89.46
4158,67934,2023-12-15,Loja Campinas,HD SSD Maxtel 750 Gb,1,130,130,130,119.25
4159,67935,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,3,176,528,176,161.44
4160,67936,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,3,700,2100,700,522.37
4161,67937,2023-12-15,Loja Campinas,HD SSD Kingston 1 Tb,4,105,420,105,93.62
4162,67938,2023-12-15,Loja Florianópolis,Fone de Ouvido Bluetooth HP,4,181,724,181,122.48
4163,67939,2023-12-15,Loja João Pessoa,Mouse sem Fio Microsoft,1,255,255,255,159.53
4164,67941,2023-12-15,Loja Campinas,Mouse Pad Colorido,2,214,428,214,87.82
4165,67941,2023-12-15,Loja Campinas,HD SSD Maxtel 750 Gb,3,30,90,30,27.52
4166,67942,2023-12-15,Loja São Paulo 3,Mouse Pad Colorido,2,358,716,358,146.91
4167,67943,2023-12-15,Loja Recife,Kit Teclado e Mouse Sem Fio,1,262,262,262,195.52
4168,67943,2023-12-15,Loja Recife,Teclado Gamer com Led,1,248,248,248,182.4
4169,67943,2023-12-15,Loja Recife,HD SSD Kingston 1 Tb,4,108,432,108,96.3
4170,67944,2023-12-15,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
4171,67944,2023-12-15,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,277,277,277,254.09
4172,67945,2023-12-15,Loja Rio de Janeiro 2,Calculadora Cientifica HP,1,195,195,195,139.62
4173,67946,2023-12-15,Loja João Pessoa,HD SSD Maxtel 750 Gb,2,275,550,275,252.25
4174,67947,2023-12-15,Loja Porto Alegre,Mouse Pad Colorido,1,358,358,358,146.91
4175,67947,2023-12-15,Loja Porto Alegre,Teclado sem Fio Megaware,5,80,400,80,59.68
4176,67948,2023-12-15,Loja Rio de Janeiro 2,Teclado sem Fio Megaware,2,85,170,85,63.41
4177,67948,2023-12-15,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,3,269,807,269,168.28
4178,67948,2023-12-15,Loja Rio de Janeiro 2,Mouse Pad Colorido,4,240,960,240,98.49
4179,67949,2023-12-15,Loja Recife,Calculadora Cientifica HP,1,155,155,155,110.98
4180,67950,2023-12-15,Loja São Paulo 3,Mouse Pad Colorido,2,102,204,102,41.86
4181,67951,2023-12-15,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,138,138,138,126.59
4182,67951,2023-12-15,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,1,177,177,177,119.77
4183,67952,2023-12-15,Loja São Paulo 1,Mouse sem Fio Microsoft,1,299,299,299,187.05
4184,67952,2023-12-15,Loja São Paulo 1,Mesa Digitalizadora,5,200,1000,200,142.16
4185,67953,2023-12-15,Loja Porto Alegre,HD SSD Maxtel 750 Gb,3,277,831,277,254.09
4186,67954,2023-12-15,Loja Rio de Janeiro 1,Calculadora Cientifica HP,1,169,169,169,121.0
4187,67954,2023-12-15,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,4,259,1036,259,193.28
4188,67954,2023-12-15,Loja Rio de Janeiro 1,Mouse Pad Colorido,5,218,1090,218,89.46
